"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140546","defense response to symbiont","49/516","80/1987",1.12482339527169e-11,7.70504025761109e-10,5.86440432705118e-10,"Ifitm6/Plscr1/Ifitm1/Ifitm2/Oas2/Acod1/Lamp2/Myd88/Zbp1/Ifih1/Cxcl10/Ifitm3/Rtp4/Dhx58/Parp9/Mefv/Ifit1/Mlkl/Gbp2b/Samhd1/Irgm2/Irgm1/Gbp7/Casp1/Oasl2/Stat2/Igtp/Ifng/Gbp3/Ifit2/Ifit3/Oasl1/Irf1/Irf7/Trim30d/Trim30a/Nlrx1/Dtx3l/Eif2ak2/Cxcl9/Treml4/Ddx60/Mov10/Ifi44l/Oas3/Stat1/Trim25/Bst2/Fgl2",49
"GO:0002221","pattern recognition receptor signaling pathway","41/516","63/1987",3.76801877235206e-11,2.50734734880227e-09,1.90837401883936e-09,"Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/App/Clec4e/Flot1/Ltf/Tirap/Acod1/Lamp2/Myd88/Casp4/Ffar2/Irak3/Tlr13/Ifih1/Dhx58/Cyba/Mefv/Gbp2/Irgm2/Smpdl3b/Irgm1/Casp1/Igtp/Nod1/Ifi35/Oasl1/Irf1/Irf7/Trim30a/Nlrx1/Lbp/Eif2ak2/Treml4/Ly96/Ddx60/Oas3/Trim25",41
"GO:0032496","response to lipopolysaccharide","51/516","87/1987",4.36018567069406e-11,2.8207978964018e-09,2.14694522498503e-09,"Mmp8/Plscr1/Wfdc21/S100a9/Cebpb/Tlr4/Cd14/Slc11a1/S100a8/Ltf/Xbp1/Tirap/Acod1/Cd274/Spi1/Myd88/Casp4/Irak3/Fcgr4/Cxcl10/Fosl2/Cmpk2/Noct/Gbp2/Gbp2b/Il36g/Irgm2/Irgm1/Casp1/Mgst1/Igtp/Ifng/Gbp3/Scarb1/Lgals9/Sbno2/Cxcl2/Casp7/Slpi/Trim30d/Trim30a/Vim/Lbp/Cd68/Eif2ak2/Cxcl9/Tifab/Gbp6/Ly96/Cxcl3/Stat1",51
"GO:0002758","innate immune response-activating signaling pathway","42/516","66/1987",6.33728075986917e-11,3.98906132155008e-09,3.03612540529721e-09,"Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/App/Clec4e/Clec4n/Flot1/Ltf/Tirap/Acod1/Lamp2/Myd88/Casp4/Ffar2/Irak3/Tlr13/Ifih1/Dhx58/Cyba/Mefv/Gbp2/Irgm2/Smpdl3b/Irgm1/Casp1/Igtp/Nod1/Ifi35/Oasl1/Irf1/Irf7/Trim30a/Nlrx1/Lbp/Eif2ak2/Treml4/Ly96/Ddx60/Oas3/Trim25",42
"GO:0002682","regulation of immune system process","155/516","401/1987",2.27252460791378e-10,1.39281837153453e-08,1.06009181155867e-08,"Fpr2/Mmp8/Anxa1/Olfm4/Cd177/Plscr1/Flot2/Samsn1/Cd300lf/Cebpb/Tlr4/Slc15a3/Cd14/Fpr1/Slc11a1/Tlr2/Trem1/App/Clec4e/C5ar1/Il15ra/Clec4n/Flot1/Pram1/Ceacam10/Ltf/Pirb/Ccr1/Lgals3/Xbp1/Tirap/Il18rap/Pglyrp1/Mmp9/Ggt1/Acod1/Lamp2/N4bp1/Socs1/Adam8/Cd274/Jun/Spi1/Myd88/Casp4/Ffar2/Zbp1/Itgam/Irak3/Mmp14/Tlr13/Trem3/Fcer1g/Fcgr4/Ifih1/Ceacam1/Milr1/Pla2g7/Cxcl10/Slfn1/Trafd1/Ncf1/Fosl2/Hlx/Bmx/Ctnnbip1/Fcgr1/Pik3r6/Itgb2l/Bst1/Grn/Ptpre/Cxcr2/Rbm47/Fcgr3/Dhx58/Icam1/Cyba/Vsir/Parp9/Mefv/St3gal4/Gbp2/Cd44/Gbp2b/Samhd1/Id2/Ifi207/Pilrb1/Irgm2/Smpdl3b/Mitf/Cmklr1/Irgm1/Arg2/Aif1/Fgr/Gbp7/Casp1/Emilin1/Stat2/Igtp/Sppl2a/Ifi204/Thbs1/Nod1/Znhit1/Ifng/Gbp3/Lgals9/C3/Ifi35/Mafb/Oasl1/Parp14/Cfp/Ctsc/Irf1/Nfam1/Pnp/Cfb/Irf7/Trim30d/Adtrp/Trim30a/Nlrx1/Mtus1/Lbp/Kit/Nfe2l2/Cd68/Selp/Eif2ak2/Xcl1/Serpinb9/Themis2/Myo1f/Treml4/Ly96/Gsdme/Ddx60/Cdkn1a/Slamf8/Csf1r/Ccn3/Dusp1/Oas3/Stat1/Trim25/Bst2/Lyve1/Fcgr2b/Hc/Orm1/Fgl2",155
"GO:0097530","granulocyte migration","32/516","46/1987",4.50650544735038e-10,2.67061285746454e-08,2.03263747800966e-08,"Anxa1/Cd177/S100a9/Tlr2/Trem1/S100a8/C5ar1/Lgals3/Tirap/Adam8/Myd88/Itgam/Trem3/Fcer1g/Cxcl10/Itgb2l/Bst1/Cxcr2/Fcgr3/Prtn3/Cmklr1/Thbs1/Ifng/Cxcl2/Lbp/Xcl1/Cxcl9/Myo1f/Spp1/Cxcl3/Slamf8/Csf1r",32
"GO:0007166","cell surface receptor signaling pathway","161/516","424/1987",4.58671164871539e-10,2.67061285746454e-08,2.03263747800966e-08,"Lcn2/Fpr2/Ifitm6/Mmp8/Anxa1/Cd177/Lrg1/Plscr1/Il1r2/Ifitm1/Ifitm2/Cd300lf/Csf2rb/Tlr4/Cd14/Fpr1/Csf2rb2/Tlr2/Il1rap/App/Clec4e/C5ar1/Il15ra/Socs3/Adgrg3/Clec4n/Pram1/Plaur/Ltf/Ltbr/Pirb/Ccr1/Igfbp6/Lgals3/Id1/Xdh/Mvp/Xbp1/Tirap/Il18rap/Mmp9/Hck/Ms4a6d/Oas2/Hp/Acod1/Socs1/Cd274/Jun/Fam20c/Bcl3/Spi1/Myd88/Casp4/Ffar2/Zbp1/Itgam/Ccr5/Irak3/Il13ra1/Mmp14/Il1rn/Fcer1g/Fcgr4/Ifih1/Bak1/Sap30/Ceacam1/Ccrl2/Gab1/G0s2/Cxcl10/Ralb/Peli2/Csf2ra/Cyfip1/Reck/Fosl2/Ifitm3/Bmx/Ctnnbip1/Fcgr1/Itgb2l/Ptpre/Cxcr2/Rbm47/Fcgr3/Gpr35/Icam1/Ebi3/Ms4a6c/Anxa4/Cyba/Vsir/Parp9/Mlkl/Cd44/Samhd1/Il36g/Irgm2/Ms4a8a/Mitf/Lims1/Cmklr1/Irgm1/Tnfrsf1a/Fgr/Met/Naip2/Gbp7/Casp1/Tcf7l2/Emilin1/Oasl2/Stat2/Shtn1/Igtp/Aph1b/Thbs1/Ifng/Gbp3/Lgals9/Slc31a1/Pak1/Ifi35/Zeb2/Oasl1/Cxcl2/Parp14/Irf1/Nfam1/Pdia3/Irf7/Trim30d/Trim30a/Vim/Dtx3l/Lbp/Myof/Kit/Pid1/Xcl1/Cxcl9/Tifab/Iigp1/P2ry1/Themis2/Ly96/Draxin/Rnf213/Cxcl3/Csf1r/Ccn3/Lifr/Oas3/Bmp2/Stat1/Fasl/Timp1/Dab2/Fcgr2b",161
"GO:0071219","cellular response to molecule of bacterial origin","41/516","67/1987",6.44920415644292e-10,3.66346255618428e-08,2.78830803580228e-08,"Mmp8/Plscr1/Cebpb/Tlr4/Cd14/Tlr2/Ltf/Xbp1/Tirap/Acod1/Cd274/Spi1/Myd88/Irak3/Fcgr4/Cxcl10/Cmpk2/Gbp2/Gbp2b/Il36g/Irgm2/Irgm1/Casp1/Igtp/Ifng/Gbp3/Sbno2/Cxcl2/Casp7/Trim30d/Trim30a/Vim/Lbp/Cd68/Cxcl9/Tifab/Gbp6/Ly96/Cxcl3/Stat1/Fcgr2b",41
"GO:0050776","regulation of immune response","112/516","269/1987",1.0836075180585e-09,6.0088616894244e-08,4.57342120403638e-08,"Fpr2/Anxa1/Olfm4/Cd177/Plscr1/Samsn1/Cd300lf/Tlr4/Slc15a3/Cd14/Fpr1/Slc11a1/Tlr2/App/Clec4e/C5ar1/Clec4n/Flot1/Pram1/Ltf/Ccr1/Lgals3/Xbp1/Tirap/Il18rap/Pglyrp1/Acod1/Lamp2/N4bp1/Adam8/Cd274/Spi1/Myd88/Casp4/Ffar2/Zbp1/Itgam/Irak3/Tlr13/Trem3/Fcer1g/Fcgr4/Ifih1/Ceacam1/Trafd1/Ncf1/Fosl2/Hlx/Bmx/Fcgr1/Pik3r6/Itgb2l/Grn/Rbm47/Fcgr3/Dhx58/Cyba/Vsir/Parp9/Mefv/Gbp2/Cd44/Gbp2b/Samhd1/Ifi207/Irgm2/Smpdl3b/Cmklr1/Irgm1/Arg2/Fgr/Gbp7/Casp1/Stat2/Igtp/Sppl2a/Ifi204/Nod1/Ifng/Gbp3/Lgals9/C3/Ifi35/Oasl1/Parp14/Cfp/Irf1/Nfam1/Pnp/Cfb/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Kit/Nfe2l2/Eif2ak2/Xcl1/Serpinb9/Themis2/Myo1f/Treml4/Ly96/Gsdme/Ddx60/Slamf8/Oas3/Trim25/Fcgr2b/Hc/Fgl2",112
"GO:0030595","leukocyte chemotaxis","41/516","68/1987",1.23439514927726e-09,6.67947757206123e-08,5.08383549811354e-08,"Fpr2/Anxa1/S100a9/Trem1/S100a8/App/C5ar1/Ccr1/Lgals3/Tirap/Mmp9/Adam8/Spi1/Ffar2/Itgam/Trem3/Fcer1g/Pla2g7/Cxcl10/Itgb2l/Bst1/Cxcr2/Fcgr3/Gpr35/Cmklr1/Aif1/Thbs1/Ifng/Cxcl2/Mtus1/Lbp/Kit/Xcl1/Cxcl9/Spp1/Cxcl3/Slamf8/Csf1r/Ccn3/Dusp1/Hc",41
"GO:0062207","regulation of pattern recognition receptor signaling pathway","31/516","45/1987",1.26190216045811e-09,6.67947757206123e-08,5.08383549811354e-08,"Cd300lf/Tlr4/Slc15a3/Cd14/App/Flot1/Ltf/Tirap/Acod1/Lamp2/Myd88/Casp4/Irak3/Dhx58/Cyba/Mefv/Gbp2/Irgm2/Smpdl3b/Irgm1/Igtp/Ifi35/Oasl1/Irf1/Irf7/Trim30a/Nlrx1/Lbp/Eif2ak2/Treml4/Ddx60",31
"GO:0002274","myeloid leukocyte activation","46/516","81/1987",1.8395134058361e-09,9.52050382709396e-08,7.24617678462689e-08,"Mmp8/Anxa1/Cd177/Plscr1/Cd300lf/Tlr4/Slc11a1/Tlr2/App/C5ar1/Anxa3/Pram1/Ltbr/Pirb/Il18rap/Jun/Spi1/Myd88/Itgam/Fcer1g/Fcgr4/Milr1/Nampt/Itgb2l/Grn/Ptpre/Cxcr2/Fcgr3/Camp/Pilrb1/Irgm1/Aif1/Fgr/Casp1/Thbs1/Batf2/Ifng/Lgals9/Ifi35/Sbno2/Ctsc/Tmem106a/Lbp/Kit/Myo1f/Csf1r",46
"GO:0048584","positive regulation of response to stimulus","165/516","444/1987",1.9001494666642e-09,9.62053936491502e-08,7.32231510723685e-08,"Fpr2/Mmp8/Anxa1/Cd177/Lrg1/Plscr1/Gpr27/S100a9/Cd300lf/Cebpb/Tlr4/Slc15a3/Cd14/Fpr1/Slc11a1/Tlr2/Chi3l1/Trem1/S100a8/App/Clec4e/C5ar1/Clec4n/Flot1/Pram1/Tgm2/Plaur/Ltf/Ltbr/Alox5ap/Ccr1/Igfbp6/Lgals3/Xdh/Xbp1/Tirap/Gadd45g/Il18rap/Mmp9/Acod1/Lamp2/Socs1/Adam8/Cd274/Jun/Glipr2/Spi1/Myd88/Casp4/Ffar2/Zbp1/Itgam/Ccr5/Irak3/Il1rn/Tlr13/Trem3/Fcer1g/Ifih1/Bak1/Ceacam1/Pla2g7/Gab1/G0s2/Cxcl10/Nupr1/Ralb/Emilin2/Peli2/Cyfip1/Reck/Fosl2/Hlx/Bmx/F10/Lmnb1/Fcgr1/Pik3r6/Itgb2l/Grn/Cxcr2/Rbm47/Fabp5/Fcgr3/Gpr35/Dhx58/Icam1/Cyba/Vsir/Parp9/Mefv/St3gal4/Gbp2/Cd44/Gbp2b/Ifi207/Irgm2/Smpdl3b/Lims1/Cmklr1/Irgm1/Tnfrsf1a/Aif1/Fgr/Met/Naip2/Gbp7/Rasgrp4/Casp1/Tcf7l2/Emilin1/Igtp/Ifi204/Thbs1/Ctbp2/Nod1/Znhit1/Ifng/Gbp3/Lgals9/C3/Pak1/Ifi35/Zeb2/Oasl1/Parp14/Cfp/Ctsc/Irf1/Lin28a/Nfam1/Pnp/Tmem106a/Atp7a/Pdia3/Cfb/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Kit/Nfe2l2/Selp/Eif2ak2/Xcl1/P2ry1/Themis2/Fgd4/Timp2/Treml4/Ly96/Gsdme/Ctsl/Ddx60/Csf1r/Ccn3/Oas3/Bmp2/Trim25/Fasl/Dab2/Fcgr2b/Hc/Gucy1a1",165
"GO:0050727","regulation of inflammatory response","51/516","94/1987",2.04970658800363e-09,1.0156950305235e-07,7.73058430951426e-08,"Fpr2/Mmp8/Anxa1/S100a9/Ier3/Cebpb/Tlr4/Tlr2/S100a8/App/Socs3/Alox5ap/Pglyrp1/Ggt1/Acod1/Adam8/Myd88/Casp4/Ffar2/Zbp1/Ccr5/Fcer1g/Nupr1/Ncf1/Siglece/Fcgr1/Bst1/Grn/Fcgr3/Mefv/Cd44/Irgm2/Smpdl3b/Irgm1/Tnfrsf1a/Casp1/Igtp/Ifng/Lgals9/C3/Ifi35/Sbno2/Ctsc/Nlrx1/Lbp/Xcl1/Metrnl/Slamf8/Csf1r/Ccn3/Fcgr2b",51
"GO:0002685","regulation of leukocyte migration","37/516","60/1987",3.44191676636172e-09,1.67004669767842e-07,1.27109382336691e-07,"Fpr2/Anxa1/Tlr2/Trem1/App/C5ar1/Ccr1/Lgals3/Tirap/Mmp9/Adam8/Spi1/Myd88/Mmp14/Pla2g7/Cxcl10/Bst1/Cxcr2/Icam1/St3gal4/Cmklr1/Aif1/Emilin1/Thbs1/Lgals9/Adtrp/Mtus1/Lbp/Selp/Xcl1/Myo1f/Slamf8/Csf1r/Ccn3/Dusp1/Lyve1/Hc",37
"GO:0035458","cellular response to interferon-beta","19/516","22/1987",3.95042763973313e-09,1.87223760204511e-07,1.42498389724254e-07,"Acod1/Ifi202b/Ifit1/Gbp2/Gbp2b/Ifi207/Irgm2/Irgm1/Gbp7/Igtp/Ifi204/Gbp3/Ifit3/Irf1/Ifi47/Gbp6/Iigp1/Iigp1c/Stat1",19
"GO:0016477","cell migration","105/516","252/1987",4.01940232298221e-09,1.87223760204511e-07,1.42498389724254e-07,"Lcn2/Fpr2/Anxa1/Cd177/Lrg1/S100a9/Ifitm1/Tlr4/Tlr2/Vcan/Trem1/S100a8/App/Pld1/C5ar1/Anxa3/Adgrg3/Ccr1/Igfbp6/Lgals3/Xbp1/Tirap/Mmp9/Adam8/Cd274/Jun/Glipr2/Spi1/Myd88/Ffar2/Itgam/Ccr5/Mmp14/Il1rn/Trem3/Fcer1g/Sap30/Ceacam1/Ccrl2/Pla2g7/Gab1/Saa3/Cxcl10/Fscn1/Emilin2/Fndc3b/S100a11/Reck/Tspo/Rnd1/Itgb2l/Bst1/Grn/Cxcr2/Fcgr3/Gpr35/Icam1/Vsir/Fmnl2/St3gal4/Cd44/Prtn3/Dock5/Mitf/Tacstd2/Cmklr1/Aif1/Fgr/Met/Col5a1/Emilin1/Shtn1/Thbs1/Ifng/Scarb1/Lgals9/Pak1/Zeb2/Cxcl2/Gpr15/Atp7a/Adtrp/Vim/Mtus1/Lbp/Kit/Nfe2l2/Cul5/Selp/Xcl1/Cxcl9/P2ry1/Myo1f/Spp1/Cxcl3/Slamf8/Csf1r/Ccn3/Dusp1/Bmp2/Bst2/Timp1/Lyve1/Dab2/Hc",105
"GO:0060326","cell chemotaxis","46/516","83/1987",5.43348209050238e-09,2.48129015466276e-07,1.88854155632735e-07,"Fpr2/Anxa1/S100a9/Trem1/S100a8/App/C5ar1/Ccr1/Lgals3/Tirap/Mmp9/Adam8/Spi1/Ffar2/Itgam/Ccr5/Trem3/Fcer1g/Ccrl2/Pla2g7/Gab1/Saa3/Cxcl10/Itgb2l/Bst1/Cxcr2/Fcgr3/Gpr35/Cmklr1/Aif1/Met/Thbs1/Ifng/Cxcl2/Mtus1/Lbp/Kit/Xcl1/Cxcl9/Spp1/Cxcl3/Slamf8/Csf1r/Ccn3/Dusp1/Hc",46
"GO:0071216","cellular response to biotic stimulus","41/516","71/1987",7.62445567297582e-09,3.41487639660783e-07,2.5991059419618e-07,"Mmp8/Plscr1/Cebpb/Tlr4/Cd14/Tlr2/Ltf/Xbp1/Tirap/Acod1/Cd274/Spi1/Myd88/Irak3/Fcgr4/Cxcl10/Cmpk2/Gbp2/Gbp2b/Il36g/Irgm2/Irgm1/Casp1/Igtp/Ifng/Gbp3/Sbno2/Cxcl2/Casp7/Trim30d/Trim30a/Vim/Lbp/Cd68/Cxcl9/Tifab/Gbp6/Ly96/Cxcl3/Stat1/Fcgr2b",41
"GO:0071222","cellular response to lipopolysaccharide","38/516","64/1987",9.58402027494573e-09,4.21154400383936e-07,3.2054598099322e-07,"Mmp8/Plscr1/Cebpb/Tlr4/Cd14/Ltf/Xbp1/Acod1/Cd274/Spi1/Myd88/Irak3/Fcgr4/Cxcl10/Cmpk2/Gbp2/Gbp2b/Il36g/Irgm2/Irgm1/Casp1/Igtp/Ifng/Gbp3/Sbno2/Cxcl2/Casp7/Trim30d/Trim30a/Vim/Lbp/Cd68/Cxcl9/Tifab/Gbp6/Ly96/Cxcl3/Stat1",38
"GO:0009967","positive regulation of signal transduction","109/516","270/1987",1.67242558714121e-08,7.21310961565163e-07,5.48998964667797e-07,"Fpr2/Mmp8/Lrg1/Plscr1/Gpr27/S100a9/Cd300lf/Tlr4/Slc15a3/Cd14/Tlr2/Chi3l1/S100a8/App/C5ar1/Clec4n/Flot1/Tgm2/Plaur/Ltf/Ltbr/Ccr1/Igfbp6/Xdh/Xbp1/Tirap/Gadd45g/Mmp9/Socs1/Adam8/Jun/Glipr2/Spi1/Myd88/Casp4/Zbp1/Il1rn/Bak1/Ceacam1/Gab1/G0s2/Nupr1/Ralb/Peli2/Cyfip1/Reck/F10/Lmnb1/Pik3r6/Rbm47/Fabp5/Gpr35/Dhx58/Icam1/Cyba/Vsir/Parp9/Gbp2/Cd44/Irgm2/Lims1/Irgm1/Fgr/Met/Naip2/Rasgrp4/Casp1/Tcf7l2/Igtp/Thbs1/Ctbp2/Nod1/Znhit1/Lgals9/C3/Pak1/Ifi35/Zeb2/Oasl1/Parp14/Ctsc/Lin28a/Nfam1/Tmem106a/Pdia3/Irf7/Trim30d/Trim30a/Lbp/Kit/Selp/Eif2ak2/Xcl1/P2ry1/Fgd4/Timp2/Treml4/Ly96/Gsdme/Ctsl/Ddx60/Csf1r/Ccn3/Bmp2/Trim25/Fasl/Dab2/Fcgr2b/Gucy1a1",109
"GO:0140888","interferon-mediated signaling pathway","21/516","27/1987",2.11767595694299e-08,8.96739509767313e-07,6.82519868228133e-07,"Ifitm6/Ifitm1/Ifitm2/Oas2/Myd88/Zbp1/Ifih1/Ifitm3/Rbm47/Parp9/Samhd1/Irgm2/Irgm1/Stat2/Igtp/Ifng/Parp14/Irf1/Irf7/Oas3/Stat1",21
"GO:1990266","neutrophil migration","28/516","42/1987",2.58904248383289e-08,1.0767642758655e-06,8.19539011799734e-07,"Cd177/S100a9/Tlr2/Trem1/S100a8/C5ar1/Lgals3/Tirap/Adam8/Myd88/Itgam/Trem3/Fcer1g/Cxcl10/Itgb2l/Bst1/Cxcr2/Fcgr3/Prtn3/Ifng/Cxcl2/Lbp/Xcl1/Cxcl9/Myo1f/Spp1/Cxcl3/Slamf8",28
"GO:0048870","cell motility","106/516","264/1987",3.99699232958944e-08,1.63315704133576e-06,1.24301663583169e-06,"Lcn2/Fpr2/Anxa1/Cd177/Lrg1/S100a9/Ifitm1/Tlr4/Tlr2/Vcan/Trem1/S100a8/App/Pld1/C5ar1/Anxa3/Adgrg3/Ccr1/Igfbp6/Lgals3/Xbp1/Tirap/Mmp9/Adam8/Cd274/Jun/Glipr2/Spi1/Myd88/Ffar2/Itgam/Ccr5/Mmp14/Il1rn/Trem3/Fcer1g/Sap30/Ceacam1/Ccrl2/Pla2g7/Gab1/Saa3/Cxcl10/Fscn1/Emilin2/Fndc3b/S100a11/Reck/Tspo/Dstn/Rnd1/Itgb2l/Bst1/Grn/Cxcr2/Fcgr3/Gpr35/Icam1/Vsir/Fmnl2/St3gal4/Cd44/Prtn3/Dock5/Mitf/Tacstd2/Cmklr1/Aif1/Fgr/Met/Col5a1/Emilin1/Shtn1/Thbs1/Ifng/Scarb1/Lgals9/Pak1/Zeb2/Cxcl2/Gpr15/Atp7a/Adtrp/Vim/Mtus1/Lbp/Kit/Nfe2l2/Cul5/Selp/Xcl1/Cxcl9/P2ry1/Myo1f/Spp1/Cxcl3/Slamf8/Csf1r/Ccn3/Dusp1/Bmp2/Bst2/Timp1/Lyve1/Dab2/Hc",106
"GO:0002684","positive regulation of immune system process","115/516","295/1987",6.7024009071536e-08,2.60265054750366e-06,1.98091049784012e-06,"Fpr2/Mmp8/Anxa1/Cd177/Plscr1/Flot2/Cd300lf/Tlr4/Slc15a3/Cd14/Fpr1/Slc11a1/Tlr2/Trem1/App/Clec4e/C5ar1/Il15ra/Clec4n/Flot1/Pram1/Ltf/Ccr1/Lgals3/Xbp1/Tirap/Il18rap/Mmp9/Acod1/Lamp2/Socs1/Adam8/Cd274/Jun/Spi1/Myd88/Casp4/Ffar2/Zbp1/Itgam/Irak3/Mmp14/Tlr13/Trem3/Fcer1g/Ifih1/Pla2g7/Cxcl10/Fosl2/Hlx/Bmx/Ctnnbip1/Fcgr1/Pik3r6/Itgb2l/Bst1/Cxcr2/Rbm47/Fcgr3/Dhx58/Icam1/Cyba/Vsir/Parp9/Mefv/Gbp2/Cd44/Gbp2b/Id2/Ifi207/Irgm2/Smpdl3b/Cmklr1/Irgm1/Aif1/Fgr/Gbp7/Casp1/Igtp/Ifi204/Thbs1/Nod1/Ifng/Gbp3/Lgals9/C3/Ifi35/Oasl1/Cfp/Ctsc/Irf1/Nfam1/Pnp/Cfb/Irf7/Trim30d/Trim30a/Nlrx1/Lbp/Kit/Selp/Eif2ak2/Xcl1/Themis2/Myo1f/Treml4/Ly96/Gsdme/Ddx60/Cdkn1a/Csf1r/Oas3/Trim25/Lyve1/Hc",115
"GO:0071706","tumor necrosis factor superfamily cytokine production","33/516","55/1987",6.70498208888876e-08,2.60265054750366e-06,1.98091049784012e-06,"Mmp8/Tlr4/Cd14/Tlr2/App/Ltf/Tirap/Oas2/Adam8/Cd274/Bcl3/Myd88/Ccr5/Irak3/Fcer1g/Ifih1/Tspo/Fcgr3/Cyba/Vsir/Arg2/Tnfrsf1a/Cybb/Thbs1/Nod1/Ifng/Lgals9/Tmem106a/Trim30a/Lbp/Ly96/Csf1r/Oas3",33
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","33/516","55/1987",6.70498208888876e-08,2.60265054750366e-06,1.98091049784012e-06,"Mmp8/Tlr4/Cd14/Tlr2/App/Ltf/Tirap/Oas2/Adam8/Cd274/Bcl3/Myd88/Ccr5/Irak3/Fcer1g/Ifih1/Tspo/Fcgr3/Cyba/Vsir/Arg2/Tnfrsf1a/Cybb/Thbs1/Nod1/Ifng/Lgals9/Tmem106a/Trim30a/Lbp/Ly96/Csf1r/Oas3",33
"GO:0002753","cytosolic pattern recognition receptor signaling pathway","26/516","39/1987",8.40395683674897e-08,3.2086582742276e-06,2.44215070113637e-06,"Tlr4/Slc15a3/Flot1/Tirap/Lamp2/Myd88/Casp4/Tlr13/Ifih1/Dhx58/Mefv/Gbp2/Irgm2/Irgm1/Igtp/Nod1/Oasl1/Irf1/Irf7/Trim30a/Nlrx1/Eif2ak2/Treml4/Ddx60/Oas3/Trim25",26
"GO:1901701","cellular response to oxygen-containing compound","87/516","208/1987",9.62262442632354e-08,3.6146923046625e-06,2.75118837587926e-06,"Lcn2/Fpr2/Mmp8/Anxa1/Plscr1/Gpr27/Cebpb/Tlr4/Prdx5/Cpne2/Cd14/Mapk13/Tlr2/App/Socs3/Tgm2/Ltf/Alox5ap/Slc25a24/Xbp1/Tirap/Mmp9/Acod1/Socs1/Cd274/Jun/Spi1/Myd88/Ffar2/Irak3/Txn1/Fcgr4/Ceacam1/Cib2/Cxcl10/Rab31/Cyfip1/Dgat2/Cmpk2/Lmnb1/Rps6ka2/Ptpre/Rdh12/Icam1/Gbp2/Gbp2b/Id2/Il36g/Irgm2/Irgm1/Met/Casp1/Tcf7l2/Mgst1/Igtp/Thbs1/Nod1/Ifng/Gbp3/Pak1/Sbno2/Cxcl2/Nadk/Irf1/Casp7/Lin28a/Atp7a/Pdia3/Trim30d/Trim30a/Vim/Lbp/Nfe2l2/Cd68/Pid1/Ly6i/Cxcl9/Tifab/Gbp6/Klf9/Ly96/Spp1/Cxcl3/Stat1/Mt1/Ly6a/Fcgr2b",87
"GO:1901700","response to oxygen-containing compound","112/516","287/1987",9.84671335134323e-08,3.64015799925054e-06,2.77057064054503e-06,"Lcn2/Fpr2/Mmp8/Anxa1/Plscr1/Gpr27/Wfdc21/S100a9/Cebpb/Tlr4/Prdx5/Cpne2/Cd14/Mapk13/Slc11a1/Tlr2/S100a8/App/Pld1/C5ar1/Socs3/Tgm2/Gk/Ltf/Alox5ap/G6pdx/Slc25a24/Xbp1/Tirap/Mmp9/Acod1/Socs1/Cd274/Jun/Spi1/Myd88/Casp4/Ffar2/Ccr5/Irak3/Anxa11/Txn1/Fcgr4/Ceacam1/Ggh/Cib2/Cxcl10/Slc2a1/Rab31/Cyfip1/Tspo/Fosl2/Dgat2/Cmpk2/Lmnb1/Grn/Rps6ka2/Ptpre/Noct/Rdh12/Icam1/Gbp2/Gbp2b/Id2/Il36g/Irgm2/Irgm1/Met/Casp1/Tcf7l2/Mgst1/Stat2/Igtp/Thbs1/Nod1/Ifng/Gbp3/Scarb1/Gatm/Lgals9/Pak1/Sbno2/Cxcl2/Crem/Nadk/Irf1/Casp7/Lin28a/Slpi/Atp7a/Pdia3/Trim30d/Trim30a/Vim/Serpina3g/Lbp/Nfe2l2/Cd68/Pid1/Ly6i/Eif2ak2/Cxcl9/Tifab/Gbp6/Klf9/Ly96/Spp1/Cxcl3/Stat1/Mt1/Ly6a/Fcgr2b",112
"GO:0040011","locomotion","92/516","224/1987",1.10118613678316e-07,4.00728517588746e-06,3.04999581306388e-06,"Lcn2/Fpr2/Anxa1/Prok2/S100a9/Ifitm1/Tlr4/Fpr1/Tlr2/Trem1/S100a8/App/Pld1/C5ar1/Anxa3/Adgrg3/Ccr1/Lgals3/Xbp1/Tirap/Mmp9/Adam8/Cd274/Jun/Glipr2/Spi1/Myd88/Ffar2/Itgam/Ccr5/Mmp14/Il1rn/Trem3/Fcer1g/Sap30/Ceacam1/Ccrl2/Pla2g7/Gab1/Saa3/Cxcl10/Emilin2/S100a11/Reck/Itgb2l/Bst1/Grn/Cxcr2/Fcgr3/Gpr35/Icam1/Vsir/St3gal4/Dock5/Mitf/Tacstd2/Cmklr1/Aif1/Fgr/Met/Emilin1/Shtn1/Thbs1/Ifng/Lgals9/Pak1/Zeb2/Cxcl2/Atp7a/Adtrp/Vim/Mtus1/Lbp/Kit/Nfe2l2/Selp/Xcl1/Cxcl9/Myo1f/Spp1/Cxcl3/Slamf8/Csf1r/Ccn3/Dusp1/Bmp2/Bst2/Timp1/Lyve1/Rnase2a/Dab2/Hc",92
